REGISTRATION_DATE,START_DATE,END_DATE,VERSION_EN,AREA_EN,CONTRACT_AMOUNT,ANNUAL_AMOUNT,IS_FREE_HOLD_EN,ACTUAL_AREA,PROP_TYPE_EN,PROP_SUB_TYPE_EN,ROOMS,USAGE_EN,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,PARKING,TOTAL_PROPERTIES,MASTER_PROJECT_EN,PROJECT_EN
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Sunset"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Surf"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Summer"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Bayshore"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - VIDA Residences"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Grove"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Breeze"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Savanna-Cedar-Mangrove"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Canopy - Moor"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Orchid"
"2026-06-30 11:37:53","2026-07-23 00:00:00","2027-07-22 00:00:00","New","Al Khairan First","170000","170000","Free Hold","149.93","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Lotus"
"2026-06-30 11:38:04","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Muteena","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:38:15","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 11:38:23","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 11:38:24","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Business Bay","420000","420000","Free Hold","246.04","Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","ONE BUSINESS BAY"
"2026-06-30 11:38:32","2026-06-28 00:00:00","2027-06-27 00:00:00","Renewed","Al Barsha First","54285","54285","Non Free Hold","73","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"2026-06-30 11:38:34","2026-03-16 00:00:00","2027-03-15 00:00:00","Renewed","Nadd Hessa","150000","150000","Free Hold","140.32","Unit","Office","","Commercial","","","IMG World Adventures","","1","","THE APRICOT"
"2026-06-30 11:38:42","2026-02-16 00:00:00","2027-02-15 00:00:00","Renewed","Al Suq Al Kabeer","126000","126000","Non Free Hold","81.84","Unit","Shop","","Commercial","Al Ghubaiba Metro Station","Dubai Mall","Dubai International Airport","","2","",""
"2026-06-30 11:38:42","2026-02-16 00:00:00","2027-02-15 00:00:00","Renewed","Al Suq Al Kabeer","126000","126000","Non Free Hold","84.85","Unit","Shop","","Commercial","Al Ghubaiba Metro Station","Dubai Mall","Dubai International Airport","","2","",""
"2026-06-30 11:38:48","2026-04-05 00:00:00","2027-04-04 00:00:00","Renewed","Al Warsan First","39000","39000","Free Hold","66.5","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 11:38:57","2026-09-02 00:00:00","2027-09-01 00:00:00","Renewed","Ras Al Khor Industrial Second","240000","240000","Non Free Hold","280","Unit","Complex Warehouse","","Commercial","Creek Metro Station","City Centre Mirdif","Downtown Dubai","","1","",""
"2026-06-30 11:39:03","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Saih Shuaib 2","48000","48000","Free Hold","69.92","Unit","Flat","","Residential","","","Dubai Parks and Resorts","","1","","Al Haseen Residence"
"2026-06-30 11:39:07","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Business Bay","15000","15000","Free Hold","10","Virtual Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","ONTARIO TOWER"
"2026-06-30 11:39:31","2026-06-21 00:00:00","2027-06-20 00:00:00","Renewed","Al Murqabat","73500","73500","Non Free Hold","142.98","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:39:39","2026-08-01 00:00:00","2027-07-31 00:00:00","New","Al Nahda Second","80000","80000","Non Free Hold","1","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 11:39:40","2026-06-10 00:00:00","2027-06-09 00:00:00","Renewed","Port Saeed","80000","80000","Non Free Hold","20","Unit","Shop","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:39:56","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Nadd Hessa","120000","120000","Free Hold","153.23","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"2026-06-30 11:40:07","2026-07-05 00:00:00","2027-07-04 00:00:00","New","Wadi Al Safa 5","75000","75000","Free Hold","111.98","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"2026-06-30 11:40:16","2026-06-10 00:00:00","2027-06-09 00:00:00","Renewed","Dubai Investment Park Second","66990","66990","Free Hold","144","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","RITAJ"
"2026-06-30 11:40:21","2026-07-17 00:00:00","2027-07-16 00:00:00","Renewed","Warsan Fourth","60000","60000","Free Hold","76.15","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 11:40:55","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Thanyah Fifth","300000","300000","Free Hold","161","Unit","Office","","Commercial","Damac Properties","Marina Mall","Burj Al Arab","","1","","SWISS TOWER"
"2026-06-30 11:41:00","2026-01-20 00:00:00","2027-01-19 00:00:00","Renewed","Al Goze Fourth","130000","130000","Free Hold","190","Unit","Flat","","Residential","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"2026-06-30 11:41:13","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Barsha South Fourth","60000","60000","Free Hold","81.62","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","",""
"2026-06-30 11:41:17","2026-07-02 00:00:00","2027-07-01 00:00:00","Renewed","Al Warqa First","55000","55000","Non Free Hold","72.12","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 11:41:18","2026-06-25 00:00:00","2027-06-24 00:00:00","Renewed","Al Murqabat","120000","120000","Non Free Hold","227.89","Unit","Building","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:41:22","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Muteena","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:41:28","2026-07-24 00:00:00","2027-07-23 00:00:00","New","Al Goze Industrial Second","66000","66000","Free Hold","112.36","Unit","Flat","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","1","",""
"2026-06-30 11:41:40","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Karama","75116","75116","Non Free Hold","189.94","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:41:41","2026-07-11 00:00:00","2027-07-10 00:00:00","Renewed","Madinat Al Mataar","72000","72000","Free Hold","66.53","Unit","Flat","","Residential","","","","","1","",""
"2026-06-30 11:41:52","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Hebiah Second","100000","100000","Free Hold","109","Unit","Flat","","Residential","Dubai Internet City","","Motor City","","1","","AZIZI VISTA "
"2026-06-30 11:41:52","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Hebiah Second","100000","100000","Free Hold","109","Unit","Flat","","Residential","Dubai Internet City","","Motor City","","1","","STUDIO 101"
"2026-06-30 11:42:09","2026-06-25 00:00:00","2027-06-24 00:00:00","Renewed","Al Murqabat","58433","58433","Non Free Hold","89.56","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:42:30","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Hebiah Fourth","47817","47817","Free Hold","72.13","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","ELITE 9 SPORTS RESIDENCE"
"2026-06-30 11:42:30","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:42:42","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Business Bay","15000","15000","Free Hold","20","Virtual Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","IRIS BAY"
"2026-06-30 11:42:51","2026-07-01 00:00:00","2026-10-07 00:00:00","New","Jabal Ali Industrial First","8730","32475.6","Non Free Hold","14.9","Unit","Labor Camps","","Residential","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 11:42:56","2026-06-29 00:00:00","2027-06-28 00:00:00","New","Me'Aisem First","36000","36000","Free Hold","34","Unit","Flat","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","","LAKESIDE"
"2026-06-30 11:43:03","2026-09-28 00:00:00","2027-09-27 00:00:00","Renewed","Mankhool","137367.72","137367.72","Non Free Hold","202.57","Unit","Shop","","Commercial","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:43:13","2026-07-01 00:00:00","2027-07-31 00:00:00","New","Wadi Al Safa 2","75000","75000","Free Hold","80.68","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"2026-06-30 11:43:16","2026-08-01 00:00:00","2027-07-31 00:00:00","New","Madinat Al Mataar","55000","55000","Free Hold","59.24","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","MAG 5"
"2026-06-30 11:43:16","2026-08-01 00:00:00","2027-07-31 00:00:00","New","Madinat Al Mataar","55000","55000","Free Hold","59.24","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","MAG 5 BOULEVARD"
"2026-06-30 11:43:17","2026-07-02 00:00:00","2027-07-01 00:00:00","Renewed","Nad Al Hamar","152250","152250","Non Free Hold","29.73","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","3","",""
"2026-06-30 11:43:17","2026-07-02 00:00:00","2027-07-01 00:00:00","Renewed","Nad Al Hamar","152250","152250","Non Free Hold","29.73","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","3","",""
"2026-06-30 11:43:17","2026-07-02 00:00:00","2027-07-01 00:00:00","Renewed","Nad Al Hamar","152250","152250","Non Free Hold","29.73","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","3","",""
"2026-06-30 11:43:19","2026-08-01 00:00:00","2027-07-31 00:00:00","Renewed","Al Karama","65000","65000","Non Free Hold","78.97","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 11:43:26","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:43:31","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","20500","20500","Non Free Hold","20","Unit","Office","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 11:43:47","2026-07-05 00:00:00","2027-07-04 00:00:00","New","Al Barsha South Fourth","42000","42000","Free Hold","37","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","Bloom Towers"
"2026-06-30 11:43:47","2026-06-18 00:00:00","2027-06-17 00:00:00","Renewed","Al Satwa","63253","63253","Free Hold","62","Unit","Flat","","Residential","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 11:43:58","2026-08-01 00:00:00","2027-07-31 00:00:00","Renewed","Madinat Al Mataar","82000","82000","Free Hold","98.61","Unit","Flat","","Residential","","","","","1","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","21.37","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","18.58","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","22.3","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","8.92","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","23.23","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","21.37","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","21.37","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","21.37","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","21.37","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","18.58","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","22.3","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","21.37","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
"2026-06-30 11:43:59","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Al Dhagaya","800000","800000","Non Free Hold","21.37","Unit","Hotel","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","25","",""
