TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"102-57948-2026","2026-06-30 11:59:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SAMA AL JADAF","Unit","Flat","1617188","98.84","98.84","2 B/R","1","Creek Metro Station","Dubai Mall","Dubai International Airport","0","0","","J188"
"102-57949-2026","2026-06-30 11:59:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1002763.69","52.34","52.34","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Lume Residences"
"102-57950-2026","2026-06-30 13:09:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","710520","33.15","33.15","Studio","1","","","","0","0","","Azizi Venice 6"
"102-57951-2026","2026-06-30 13:20:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","655000","35.23","35.23","Studio","1","","","","0","0","","AZIZI VENICE 11"
"102-57952-2026","2026-06-30 13:24:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","891990","35.59","35.59","Studio","1","","","","0","0","","Azizi Venice 16"
"102-57953-2026","2026-06-30 13:29:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","718160","33.15","33.15","Studio","1","","","","0","0","","Azizi Venice 6"
"102-57954-2026","2026-06-30 12:04:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","6450000","448","448","5 B/R","","","","","0","0","","Hayat 1 "
"102-57955-2026","2026-06-30 12:28:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3888530","345.03","345.03","4 B/R","","","","","0","0","","Greenville 2"
"102-57956-2026","2026-06-30 13:23:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2000000","81.6","81.6","2 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","The EDGE"
"102-57957-2026","2026-06-30 12:12:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4950000","368.48","368.48","4 B/R","","","","","0","0","","Hayat 1 "
"102-57958-2026","2026-07-01 13:35:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LIWAN","Unit","Flat","1064777","70.06","70.06","1 B/R","1","","","IMG World Adventures","0","0","","EMPIRE LAKEVIEWS"
"102-57959-2026","2026-07-01 13:35:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LIWAN","Unit","Flat","1304777","70.03","70.03","1 B/R","1","","","IMG World Adventures","0","0","","EMPIRE LAKEVIEWS"
"102-57961-2026","2026-06-30 12:21:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","1592888","67.66","67.66","1 B/R","1","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Terra Heights"
"102-57962-2026","2026-07-01 09:09:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LIWAN","Unit","Flat","1259777","77.12","77.12","1 B/R","1","","","IMG World Adventures","0","0","","EMPIRE LAKEVIEWS"
"102-57963-2026","2026-06-30 12:23:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4650000","301.6","301.6","4 B/R","","","","","0","0","","Hayat 1 "
"102-57964-2026","2026-07-01 09:09:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LIWAN","Unit","Flat","1299777","73.38","73.38","1 B/R","1","","","IMG World Adventures","0","0","","EMPIRE LAKEVIEWS"
"102-57965-2026","2026-06-30 13:35:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1131600","67.96","67.96","1 B/R","1","","","","0","0","","AZIZI VENICE 11"
"102-57966-2026","2026-06-30 13:41:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","685790","35.87","35.87","Studio","1","","","","0","0","","Azizi Venice 16"
"102-57967-2026","2026-06-30 13:49:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","718160","33.1","33.1","Studio","1","","","","0","0","","Azizi Venice 6"
"102-57968-2026","2026-07-01 13:35:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LIWAN","Unit","Flat","1199777","79.59","79.59","1 B/R","1","","","IMG World Adventures","0","0","","EMPIRE LAKEVIEWS"
"102-57969-2026","2026-06-30 13:53:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","890010","35.59","35.59","Studio","1","","","","0","0","","Azizi Venice 16"
"102-57970-2026","2026-06-30 14:03:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","725800","32.93","32.93","Studio","1","","","","0","0","","Azizi Venice 6"
"102-57971-2026","2026-06-30 14:09:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","699000","35.59","35.59","Studio","1","","","","0","0","","Azizi Venice 16"
"102-57972-2026","2026-07-01 13:35:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LIWAN","Unit","Flat","1229777","79.59","79.59","1 B/R","1","","","IMG World Adventures","0","0","","EMPIRE LAKEVIEWS"
"102-57973-2026","2026-06-30 12:27:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4750000","290","290","4 B/R","","","","","0","0","","Hayat 1 "
"102-57974-2026","2026-06-30 12:30:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2430000","71.61","71.61","1 B/R","1","","","","0","0","","Hado By Beyond"
"102-57975-2026","2026-07-01 13:35:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","LIWAN","Unit","Flat","904777","39.52","39.52","Studio","1","","","IMG World Adventures","0","0","","EMPIRE LAKEVIEWS"
"102-57976-2026","2026-06-30 12:31:13","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1030888","58.87","58.87","1 B/R","1","","","","0","0","","Olbia"
"102-57977-2026","2026-06-30 12:33:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","610000","30.06","30.06","Studio","1  0","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Enchante By GRID"
"102-57978-2026","2026-06-30 12:36:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4100000","279.4","279.4","3 B/R","","","","","0","0","","Hayat 1 "
"102-57979-2026","2026-06-30 12:37:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Flat","3106828","130.48","130.48","2 B/R","1","","","","0","0","","ELTIERA VIEWS "
"102-57980-2026","2026-06-30 12:38:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1093777","56.46","56.46","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Lume Residences"
"102-57981-2026","2026-06-30 12:41:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Deira","Unit","Flat","2050000","84.13","84.13","1 B/R","1","","","","0","0","","Wellington Ocean Walk "
"102-57982-2026","2026-07-01 12:01:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Business Bay","Unit","Flat","460000","19.98","39.96","Studio","1","","","","0","0","","CHIC TOWER"
"102-57983-2026","2026-06-30 12:49:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","6450000","447.98","447.98","5 B/R","","","","","0","0","","Hayat 1 "
"102-57985-2026","2026-06-30 13:18:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","2527766","119.35","119.35","2 B/R","1","","","","0","0","","Avonlea"
"102-57986-2026","2026-06-30 12:56:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","HORIZON","Unit","Flat","1645147","79.49","79.49","1 B/R","1","Creek Metro Station","Dubai Mall","Downtown Dubai","0","0","","Future Residence"
"102-57987-2026","2026-06-30 12:59:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","HORIZON","Unit","Flat","4820000","192.07","192.07","3 B/R","1","Creek Metro Station","Dubai Mall","Downtown Dubai","0","0","","AMAAL 8"
"102-57989-2026","2026-06-30 13:01:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4150000","279.4","279.4","3 B/R","","","","","0","0","","Hayat 1 "
"102-57990-2026","2026-06-30 13:04:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","803502","36.15","36.15","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","MAISON ELYSEE III BY PANTHEON","VOXA RESIDENCES"
"102-57991-2026","2026-06-30 13:07:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","HORIZON","Unit","Flat","2029888","80.91","80.91","1 B/R","1","Creek Metro Station","Dubai Mall","Downtown Dubai","0","0","","AMAAL 8"
"102-57992-2026","2026-06-30 13:49:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Kifaf","Unit","Flat","3747777","152.71","152.71","3 B/R","2","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","0","0","","Park Views Residences B"
"102-57994-2026","2026-07-01 12:31:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Unit","Flat","3054000","137.59","137.59","2 B/R","1","","","","0","0","","DISTRIKT"
"102-57995-2026","2026-06-30 13:16:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","582000","30.15","30.15","Studio","1  0","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Enchante By GRID"
"102-57996-2026","2026-06-30 13:21:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","748440","35.86","35.86","Studio","1","","","","0","0","","Azizi Venice 16"
"102-57997-2026","2026-06-30 13:19:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","769000","32.92","32.92","Studio","1","","","","0","0","","Azizi Venice 6"
"102-57998-2026","2026-06-30 19:06:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1205000","65.79","65.79","1 B/R","1","","","","0","0","","Azizi Venice 6"
"102-57999-2026","2026-06-30 13:18:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Flat","2840828","119.33","119.33","2 B/R","1","","","","0","0","","ELTIERA VIEWS "
"102-58000-2026","2026-06-30 13:18:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1594888","95.42","95.42","2 B/R","1","","","","0","0","","Haya on the Park"
"102-58001-2026","2026-06-30 14:24:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","655000","35.37","35.37","Studio","1","","","","0","0","","azizi venice 13 "
"102-58002-2026","2026-06-30 13:26:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","590000","33.4","33.4","Studio","1","","","","0","0","","AZIZI VENICE 5"
"102-58003-2026","2026-06-30 14:23:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","568260","31.3","31.3","Studio","1","","","IMG World Adventures","0","0","","Azizi Milan 20"
"102-58004-2026","2026-06-30 14:19:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","593010","31.62","31.62","Studio","1","","","IMG World Adventures","0","0","","Azizi Milan Heights "
"102-58005-2026","2026-06-30 14:17:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","759520","32.89","32.89","Studio","1","","","","0","0","","Azizi Venice 6"
"102-58006-2026","2026-06-30 14:14:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","852600","63.09","63.09","1 B/R","1","Dubai Internet City","","Motor City","0","0","","BEACH OASIS 2"
"102-58007-2026","2026-06-30 18:49:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","669240","35.28","35.28","Studio","1","","","","0","0","","AZIZI VENICE 11"
"102-58008-2026","2026-06-30 14:12:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1308480","72.94","72.94","1 B/R","1","","","","0","0","","AZIZI VENICE 14"
"102-58009-2026","2026-06-30 19:03:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","667360","35.58","35.58","Studio","1","","","","0","0","","Azizi Venice 16"
"102-58010-2026","2026-06-30 13:56:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","655000","35.37","35.37","Studio","1","","","","0","0","","azizi venice 13 "
"102-58011-2026","2026-06-30 13:53:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","769000","33.15","33.15","Studio","1","","","","0","0","","Azizi Venice 6"
"102-58012-2026","2026-06-30 13:41:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","721920","37.6","37.6","Studio","1","","","","0","0","","Azizi Venice 16"
"102-58013-2026","2026-06-30 13:37:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","655000","35.35","35.35","Studio","1","","","","0","0","","azizi venice 13 "
"102-58014-2026","2026-06-30 13:29:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","1021000","64.18","64.18","1 B/R","1","","","IMG World Adventures","0","0","","AZIZI MILAN 51"
"102-58015-2026","2026-06-30 13:45:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1222650","67.15","67.15","1 B/R","1","","","","0","0","","azizi venice 12"
"102-58016-2026","2026-06-30 13:39:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","655000","35.21","35.21","Studio","1","","","","0","0","","azizi venice 12"
"102-58017-2026","2026-06-30 13:35:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1286000","69.64","69.64","1 B/R","1","","","","0","0","","Azizi Venice 16"
"102-58018-2026","2026-06-30 15:24:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TECOM SITE A","Unit","Flat","2500000","90.92","90.92","1 B/R","1","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","CAVALLI CASA TOWER"
"102-58019-2026","2026-06-30 13:28:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Flat","1809828","77.48","77.48","1 B/R","1","","","","0","0","","ELTIERA VIEWS "
"102-58021-2026","2026-06-30 14:14:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1460000","96.56","96.56","2 B/R","1","","","Dubai Cycling Course","0","0","","Grove "
"102-58022-2026","2026-06-30 13:38:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Flat","1785828","76.49","76.49","1 B/R","1","","","","0","0","","ELTIERA VIEWS "
"102-58023-2026","2026-06-30 19:00:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","550000","32.94","32.94","Studio","1","","","","0","0","","AZIZI VENICE 7"
"102-58024-2026","2026-06-30 13:43:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","785000","33.49","33.49","Studio","1","","","","0","0","","azizi venice 12"
"102-58025-2026","2026-06-30 13:45:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","776000","35.91","35.91","Studio","1","","","","0","0","","Azizi Venice 16"
"102-58026-2026","2026-06-30 14:14:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","716760","33.53","33.53","Studio","1","","","","0","0","","azizi venice 12"
"102-58028-2026","2026-06-30 14:22:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","709520","35.17","35.17","Studio","1","","","","0","0","","azizi venice 12"
"102-58029-2026","2026-06-30 13:43:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Satwa","Unit","Flat","1474288","60.72","60.72","1 B/R","1","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","JAD 288"
"102-58030-2026","2026-06-30 14:27:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","594000","31.61","31.61","Studio","1","","","IMG World Adventures","0","0","","Azizi Milan Heights "
